gene_index_978	pr_gene_id	gene_symbol	signed_log2fc	direction	n_pairs	n_probes	comparison	role
930	91949	COG7	-0.07360730421	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
931	84617	TUBB6	-0.117501594	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
932	25	ABL1	0.1294195015	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
933	899	CCNF	1.754029794	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
934	79850	FAM57A	1.579453775	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
935	51466	EVL	-1.067415756	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
936	2852	GPER1	-0.9570429457	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
937	55837	EAPP	-0.3553142382	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
938	2131	EXT1	-0.1317153476	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
939	5427	POLE2	1.564129235	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
940	25966	C2CD2	0.5474475902	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
941	55608	ANKRD10	0.6745728236	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
942	1662	DDX10	1.613563482	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
943	9702	CEP57	0.6450853308	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
944	11031	RAB31	0.3651953255	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
945	10057	ABCC5	-0.1933229572	down	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
946	5985	RFC5	0.8828796879	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
947	3280	HES1	0.662691499	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
948	55958	KLHL9	0.6255816608	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
949	51465	UBE2J1	-0.7344973685	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
950	2542	SLC37A4	0.8300425156	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
951	10641	NPRL2	0.7487613271	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
952	11137	PWP1	1.204685918	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
953	9842	PLEKHM1	-0.01750594855	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
954	10493	VAT1	0.02793141861	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
955	10112	KIF20A	2.37537663	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
956	1001	CDH3	3.283004384	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
957	23635	SSBP2	-0.7850487549	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
958	29916	SNX11	0.03035209163	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
959	2810	SFN	-0.3728362541	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
960	5993	RFX5	0.5975768164	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
961	11142	PKIG	-0.1514824992	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
963	51382	ATP6V1D	-0.3041269085	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
964	8318	CDC45	1.634904701	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
965	9695	EDEM1	0.01105753149	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
967	64943	NT5DC2	1.516940819	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
968	9738	CCP110	0.532617242	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
969	6793	STK10	0.1422904071	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
970	7358	UGDH	-1.109960445	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
971	58472	SQRDL	-0.9486933736	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
972	50865	HEBP1	0.3524438968	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
973	23200	ATP11B	0.07357998758	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
974	51293	CD320	0.4866518394	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
975	10962	MLLT11	0.0197834836	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
976	10153	CEBPZ	1.009217809	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
977	874	CBR3	0.3554900958	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
